tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC DUP,5456301730,Daniela Perez,28121933,86,75,86,60,0
SIC,9243988727,Daniela Cartagena,11021980,81,25,81,3,1
DCU,0296910797,Luis García,24011997,50,4,50,44,0
TI REN,5871031222,Miguel García,06051997,68,10,68,86,1
MTR,4335659084,Laura Cartagena,09021971,68,73,68,73,1
TI,4407077842,Sofía Hurtado,18091938,70,78,70,92,1
TI,0200592763,David López,07091995,54,97,54,30,0
CC REC,5587041349,Melissa Cartagena,26021970,85,1,85,92,0
CC REN,8513734544,Luis López,13071947,41,88,41,29,0
SIC,5451632271,Luis Hernández,04061959,91,51,91,87,1
TI REN,6884956385,Laura Hurtado,04101969,8,87,8,6,1
TI REN,0830630327,Manuela López,10022005,25,47,25,99,1
ANI,8585724896,Ana García,23121931,13,41,13,93,0
CC REC,0419848991,María González,06041966,23,1,23,65,1
ANI,6581925329,Luis Perez,04121946,17,30,17,91,0
DCU,0878858337,Manuela Rodríguez,12121967,88,74,88,30,0
TI PV,6379580785,Luis López,08101982,66,59,66,100,0
TI REN,8946231992,Carlos González,10111938,88,16,88,68,1
HLED-WEB,3664668500,María López,14101925,11,58,11,34,0
CC DIG,5709783104,Melissa Hurtado,28121924,88,62,88,93,0
MTR,6811204838,Luis Rodríguez,15071985,54,4,54,4,0
MTR,5304815188,Daniela Cartagena,20091997,88,62,88,52,0
CC PV,4613794669,Luis González,19071933,54,19,54,79,1
EIS,6590358936,María Castaneda,05011920,76,60,76,60,0
CC PV,6180799068,David Castaneda,01081989,11,91,11,42,1
NIP,7385994365,Juan Castaneda,17061937,50,26,50,26,0
AFIS,6694407570,Luis Castaneda,20071952,85,22,85,42,0
CC DUP,6168394399,David Murillo,05112000,17,20,17,60,0
CC PV,4797729791,Miguel Perez,25071974,63,52,63,2,1
HLED-WEB,9389098037,David López,10111957,5,60,5,2,1
TI REC,8269374184,Sofía García,18021930,52,35,52,21,0
AFIS,5809254457,Carlos López,14031930,19,73,19,44,0
CC,6977726032,Gabriela Rodríguez,14122007,8,35,8,54,1
MTR,1997150590,Marcela Martínez,17011997,52,53,52,26,0
ABIS,6378891170,Gabriela Cartagena,22111988,23,65,23,100,1
TI PV,6248722203,Daniela Cartagena,04041976,41,88,41,59,1
HLED-WEB,6482505659,Melissa López,07041992,27,32,27,65,0
HLED-WEB,0488630467,David García,27081971,99,29,99,67,0
CC DUP,2257163081,Juan Martínez,12082003,52,86,52,22,0
CC PV,8924827740,Laura Perez,21021964,76,53,76,22,0
ABIS,2252286850,María García,15091930,68,92,68,99,0
CC,7590213930,Gabriela García,14041994,17,36,17,95,0
CC,3292440185,Gabriela Martínez,06112008,41,20,41,62,1
CC DUP,7169673805,Laura Rodríguez,04081959,44,19,44,29,0
SIC,9065946698,Sofía Murillo,07062006,97,86,97,75,1
NUIP,7576302303,Laura Hurtado,22041931,15,20,15,88,1
TI REN,3918114168,Miguel Martínez,10121999,44,47,44,47,0
ABIS,4262370941,Miguel González,13041989,94,74,94,78,0
CC,3731599348,Sofía Hurtado,15022007,23,42,23,99,1
NIP,1943042944,Marcela Hernández,06012006,66,95,66,19,0
NUIP,6642647658,Carlos Hurtado,13051961,44,92,44,67,0
SIC,3336934587,Daniela Perez,01081996,18,94,18,67,0
ANI,2509490342,María Hurtado,08011982,66,91,66,54,1
CCT,0769484395,Sofía Martínez,11012000,73,24,73,38,0
CC DIG,8060822956,Ana Martínez,08051939,99,90,99,30,1
EIS,2783644315,David Cifuentes,14071943,41,30,41,35,0
ABIS,2337842688,Manuela Hurtado,12121927,85,51,85,43,1
CCT,1703412787,Melissa González,10021923,94,99,94,95,1
CC,5459998569,Ana Rodríguez,21031960,70,95,70,87,1
CCT,8138085711,David Hurtado,08121991,8,97,8,58,1
CCT,3153773533,Luis García,10051953,85,60,85,30,1
DCU,0275106226,Sofía Martínez,16061926,70,3,70,25,1
ANI,6322103086,Carlos Martínez,10081989,25,59,25,60,0
HLED-WEB,8833191901,Manuela Murillo,07111965,86,78,86,58,0
CC REC,0820659984,Sofía Castaneda,01021924,8,41,8,54,0
CC DIG,4519338416,Juan Martínez,18081927,19,41,19,73,0
EIS,6024119835,Marcela Murillo,09102002,25,20,25,11,1
NUIP,6762354264,Ana Hernández,19051953,19,94,19,11,0
DCU,8463256943,María Castaneda,21091993,91,79,91,19,0
EIS,0655266665,Ana Hurtado,19041975,70,94,70,10,1
TI PV,7329277620,Laura Cifuentes,23051987,13,38,13,36,0
CC DUP,0186872600,María Martínez,06011984,18,58,18,44,1
CC PV,2156868971,Marcela Hurtado,02061999,63,73,63,75,0
CC DUP,7380072541,Sofía García,01041936,18,36,18,25,0
ABIS,6383118290,Gabriela Cartagena,27071985,73,51,73,79,0
SITAC,7104137448,Manuela González,27041990,8,83,8,1,0
SITAC,2012028140,Carlos López,05091926,73,10,73,32,0
SITAC,9596163396,Miguel López,24081986,52,100,52,6,0
TI REC,2086933788,Miguel Perez,17101978,73,26,73,79,0
TI DUP,8558248237,Gabriela López,16121958,47,15,47,43,1
DCU,3228370317,Juan Cartagena,16091968,20,44,20,68,0
CC REC,6734124191,Melissa García,03021974,8,40,8,40,1
CC DUP,5976197169,María Hernández,01062009,17,97,17,58,1
HLED-WEB,4848013004,Sofía González,27061966,20,91,20,98,1
ABIS,8584133485,Manuela Murillo,11031956,44,45,44,6,1
CC REC,9047818360,María García,25091963,5,20,5,51,0
TI,0845792748,Manuela Cartagena,17091960,5,6,5,67,0
CC DIG,5970097527,Sofía Martínez,10121961,44,16,44,81,1
CC,6848526846,Miguel Hurtado,13081980,91,1,91,59,0
NIP,4895389630,Gabriela Rodríguez,18121974,44,94,44,31,0
CC DIG,5481369396,Miguel Murillo,22051965,81,32,81,15,0
TI PV,0712328265,Laura Martínez,13031940,73,68,73,25,1
TI DUP,6201157419,David Hernández,16021966,18,35,18,1,1
CC DUP,1159780045,María Rodríguez,16101952,44,21,44,74,1
MTR,8513587266,Luis Cifuentes,21012000,19,53,19,83,0
MTR,3859905920,Manuela González,12011968,23,81,23,79,1
DCU,5901333999,María Hurtado,03081935,73,90,73,1,1
ANI,4114245244,Carlos Hernández,10061939,8,65,8,20,0
TI REC,4366814967,Daniela Cartagena,25051961,97,38,97,98,1
SITAC,8648033790,Laura Cartagena,14111948,86,36,86,92,1
CCT,3056085642,Laura Castaneda,16101955,63,65,63,87,0
CC,8662248546,Laura López,17061981,94,75,94,43,0
TI REN,2512328433,Juan Castaneda,27051933,8,58,8,97,0
TI,8740405129,Daniela García,18101985,50,6,50,93,0
AFIS,6354705237,Marcela Rodríguez,22081956,18,4,18,26,1
ANI,0876670841,Laura Hurtado,25011995,20,75,20,42,1
HLED-WEB,4425654748,Miguel Hurtado,05031980,81,45,81,92,0
CC PV,9883610123,Ana Rodríguez,22041935,81,59,81,93,0
ANI,3728208235,Laura Cifuentes,17121929,73,59,73,99,1
HLED-WEB,0611141406,Juan García,05071966,25,68,25,10,0
NUIP,3482033786,Miguel Cifuentes,27061944,91,86,91,24,0
CC REC,5555551872,Carlos Hernández,08112024,19,79,19,58,0
EIS,7591069449,María Cifuentes,19101947,68,75,68,2,1
SITAC,0650291129,Juan Castaneda,19091972,18,32,18,77,0
TI REC,0880999073,Carlos Hurtado,20091979,76,44,76,47,1
CC PV,0451726230,Melissa Castaneda,28031998,63,10,63,58,0
TI PV,9613103704,Laura López,09021928,86,83,86,29,1
TI,3627128432,Manuela Hurtado,23012001,17,91,17,87,1
SIC,9251266517,Luis Martínez,21021949,19,81,19,94,0
TI REN,7409644485,Ana Murillo,03121936,99,13,99,98,1
TI DUP,5537375923,Manuela Murillo,10122001,68,75,68,50,0
CC PV,6796049990,María López,16031955,81,6,81,100,0
CC DUP,8073394714,Manuela Murillo,01021986,94,13,94,87,1
TI,3637691166,Sofía Cifuentes,13011969,73,87,73,60,1
NIP,1737939878,Daniela González,13071980,44,83,44,99,0
TI DUP,5030806800,Ana Hernández,07091995,54,20,54,88,1
CC,8638663850,Ana Martínez,20011967,15,91,15,43,0
CC DIG,6938327817,Sofía Martínez,01081977,20,32,20,98,0
HLED-WEB,9915016537,Sofía Hernández,25011960,15,55,15,90,0
CC DIG,7182491788,Ana García,23111929,23,97,23,6,0
EIS,0466251367,Sofía Perez,24091978,5,50,5,65,0
SITAC,7376453919,María González,15061968,54,25,54,47,1
AFIS,6186648187,Manuela Rodríguez,14051951,68,100,68,100,0
TI PV,7093537045,Carlos Hernández,07011949,15,42,15,31,1
AFIS,2570897965,Melissa García,13121975,76,77,76,79,1
NIP,2948797878,Daniela Martínez,22101929,95,77,95,10,0
CCT,6463440359,Ana Castaneda,07081944,52,42,52,13,0
CC DUP,2717199153,Juan García,28061969,54,95,54,26,0
TI DUP,8108564348,Daniela García,17021994,18,32,18,60,0
CC DUP,7926834473,Laura Martínez,21021936,23,91,23,38,1
AFIS,8521856844,Laura Cifuentes,02081951,18,58,18,78,0
TI REN,4271747066,Melissa Cartagena,23031952,86,45,86,22,1
DCU,3159580050,Sofía Perez,11061979,20,79,20,55,0
MTR,1674455623,Sofía Hurtado,13081979,25,93,25,24,1
HLED-WEB,2572435536,Manuela Cifuentes,12062009,97,88,97,24,1
CC REC,5659937331,Ana Cifuentes,16112007,73,13,73,90,0
CC REN,6827675273,Sofía Hurtado,17012004,52,83,52,97,0
AFIS,2019937724,Luis Hernández,28012004,88,10,88,92,1
CC REC,7214795364,Juan Cifuentes,14021958,52,40,52,41,1
CC PV,7974509217,Marcela Cifuentes,21081967,17,52,17,4,0
CC REC,2895594168,Carlos López,12121943,86,19,86,92,0
DCU,9254602548,Sofía Castaneda,03021931,5,54,5,77,0
SIC,1334094655,Sofía Hurtado,06121998,13,3,13,90,0
AFIS,4711187542,Melissa García,08021931,20,99,20,86,0
NIP,6346069262,Gabriela García,10111959,27,30,27,74,1
NUIP,8848338333,Daniela Murillo,27011969,63,35,63,44,0
EIS,3246621416,Carlos Martínez,01051904,20,59,20,22,1
TI REN,3427233050,Melissa Cartagena,04101994,5,2,5,93,0
TI DUP,1924365135,Ana Murillo,25101958,97,55,97,88,0
DCU,2900848492,Melissa Cifuentes,25021966,8,92,8,2,1
TI REN,2820401720,Laura Martínez,03061927,27,79,27,11,1
TI PV,9752868698,David Hernández,12082007,86,90,86,1,0
ANI,7750550665,Juan Martínez,28021940,20,62,20,86,1
SIC,6071894607,Miguel Murillo,02041965,15,13,15,38,0
ABIS,1080684990,Juan Cifuentes,22012008,94,97,94,86,0
AFIS,9229053408,Juan Hurtado,26081933,20,22,20,29,0
SITAC,1462229996,Ana Rodríguez,03112000,86,29,86,31,0
TI PV,5263055112,Ana González,01111976,99,31,99,34,0
AFIS,8430327576,María Cifuentes,02051983,23,44,23,68,0
TI PV,1493540858,Daniela López,19031903,15,21,15,73,1
NUIP,7109171976,Gabriela Rodríguez,07041942,88,87,88,36,1
CC DIG,9200639110,Gabriela García,17061939,88,90,88,43,0
NIP,9367537005,Daniela González,07051967,91,75,91,51,0
CCT,6121092646,David González,12071930,19,36,19,88,1
CC PV,9134913061,Carlos Hernández,21032002,44,86,44,51,0
EIS,1439811734,Laura Cartagena,20061990,41,95,41,62,0
AFIS,2720356231,David Cifuentes,20121964,68,74,68,55,1
EIS,7785003725,Gabriela Hurtado,09081937,95,99,95,34,1
TI PV,0908709559,Carlos Cartagena,10121970,66,16,66,53,0
CC REC,2961685308,David García,25031959,18,52,18,35,1
ANI,5518405105,Manuela González,16092009,27,98,27,10,0
NIP,4486954229,Ana López,18091927,99,47,99,52,1
SITAC,8295318055,Gabriela Perez,25072009,8,95,8,26,1
NIP,0382195226,Manuela Hurtado,28031958,20,97,20,79,0
TI REN,5007810824,Sofía Murillo,26032008,73,19,73,29,1
SITAC,0647023864,Manuela González,16031988,47,51,47,45,1
TI,3761770576,Miguel Cifuentes,14011995,20,1,20,91,0
EIS,6794925275,Melissa Hernández,23101981,94,93,94,50,0
ANI,6658258222,David González,21091972,8,94,8,68,0
HLED-WEB,7367046515,David Perez,05061966,95,88,95,77,1
CC DUP,2236894557,María García,16081961,13,52,13,99,1
SITAC,2287520314,Sofía Cifuentes,09051981,94,99,94,87,0
EIS,2617432570,María Murillo,22051940,97,21,97,43,1
SITAC,7199114051,Carlos Rodríguez,10081971,27,38,27,92,1
EIS,6185588613,David Hurtado,02071983,19,20,19,94,1
ABIS,5397456561,Carlos García,07071930,52,50,52,83,1
CC,5503969478,Marcela Perez,05011968,18,86,18,65,0
CC DIG,2498981284,Carlos Perez,06121953,44,60,44,79,0
HLED-WEB,6562725552,Carlos García,28031942,86,83,86,36,1
SITAC,0440640205,Miguel Perez,23121939,76,43,76,11,0
SIC,7672305571,Marcela Hernández,19121902,94,97,94,95,0
TI REC,1007436507,Daniela Castaneda,25101935,88,79,88,58,0
NUIP,2281056540,María Cifuentes,22111993,86,54,86,24,0
SITAC,2802693778,María Hernández,27111927,18,34,18,1,1
EIS,7068763611,Ana Rodríguez,11121933,19,75,19,94,1
NIP,6763481859,Manuela Hurtado,26031969,66,100,66,50,0
CCT,9292792372,Marcela Perez,20031984,23,60,23,6,1
CC REN,6464021283,Gabriela Cartagena,03091939,95,38,95,36,0
AFIS,9414240717,María González,21021961,41,21,41,79,1
TI DUP,8091235485,David Murillo,16021964,47,79,47,99,0
ABIS,1443041149,María Hernández,03081995,88,94,88,50,1
CC REC,7249306885,Laura González,18061977,99,100,99,58,1
ABIS,3208608511,Melissa Castaneda,21081948,95,24,95,47,0
CC DIG,1926220061,Sofía Rodríguez,25061947,23,91,23,75,1
AFIS,4176389386,Juan González,24101928,25,30,25,77,0
CCT,3272381658,Laura Murillo,12051990,54,20,54,55,1
CC REC,6349847550,David Rodríguez,11092010,85,2,85,65,0
CC DUP,1414639279,Juan Murillo,16032002,88,42,88,60,0
CC DIG,9380095555,Marcela Hernández,10011936,11,74,11,62,0
CC DIG,1984257489,Gabriela Perez,24041994,91,81,91,94,1
CC REN,1785982644,Manuela Castaneda,11021950,47,31,47,52,0
TI REN,6387856825,Ana Cifuentes,15111946,5,11,5,30,0
CC DIG,7114784464,David García,24021938,11,78,11,34,1
CC,8345956724,Ana Cartagena,17011924,50,11,50,31,0
CC DIG,8237236957,Ana García,08041958,5,29,5,25,1
NUIP,0050084800,María García,26041970,76,40,76,13,1
SIC,8378430971,Daniela Murillo,20051972,41,3,41,19,1
AFIS,4995754776,María Cifuentes,03011960,91,54,91,67,1
HLED-WEB,7472291216,Ana Cifuentes,19062007,44,10,44,47,0
TI,8633610211,Carlos Cartagena,18071998,81,32,81,78,1
CC PV,4962219057,María Castaneda,22071968,5,44,5,29,0
TI,6300389688,Marcela Martínez,14011968,8,25,8,1,1
ABIS,2184223949,Ana Murillo,11011944,86,79,86,78,0
TI DUP,7984298800,Miguel González,28081976,63,99,63,98,0
CC REN,8267417003,Daniela Hernández,13061932,97,41,97,97,0
SIC,2614315421,Daniela González,08011951,66,43,66,99,0
HLED-WEB,1843519996,Luis Martínez,25061980,17,62,17,47,0
CC DUP,3977425361,Ana Murillo,15071968,63,94,63,20,0
EIS,5932640653,Sofía García,22091987,68,44,68,74,1
TI REC,2438078895,Luis Hernández,11011953,20,91,20,52,0
TI REN,0250930538,Daniela García,28021959,66,2,66,47,1
CC PV,9320165800,Daniela Murillo,09121941,25,43,25,19,0
ANI,2156167259,Juan García,24091930,5,93,5,94,0
DCU,9836487413,David Hernández,06061979,25,44,25,24,0
DCU,9039111180,Daniela García,25071978,50,6,50,35,1
DCU,0284812963,Miguel Martínez,25101959,76,19,76,3,0
CC PV,5346230515,Manuela Martínez,28052000,25,29,25,100,1
CC,7731793237,Ana García,03091962,50,97,50,51,1
CC DUP,5410876009,Laura Murillo,24052007,52,65,52,62,1
EIS,8900276400,Juan Hurtado,01061941,47,68,47,83,0
TI,3257432321,Daniela Hurtado,26111926,99,10,99,35,1
CC,6059291899,Gabriela Murillo,12121998,86,15,86,58,1
CC DIG,6355153155,Carlos Rodríguez,11071939,70,79,70,90,1
HLED-WEB,7003544670,Daniela García,13011993,94,24,94,50,0
NUIP,7027717412,Laura Martínez,17031963,81,90,81,35,1
SIC,3335307685,Daniela Rodríguez,04121988,17,94,17,92,0
SITAC,3293664878,Daniela García,10091944,5,2,5,32,1
CC,1318280289,Gabriela Hernández,27061955,54,67,54,86,1
CC DUP,8981776816,Daniela Cifuentes,23071968,18,92,18,19,0
CC REN,4921239185,Laura Castaneda,05111991,66,73,66,73,1
CC REC,2416482141,Gabriela Perez,25011993,86,1,86,52,1
AFIS,4714157599,Marcela López,03051964,15,4,15,34,0
CC REN,7593053417,Daniela Cifuentes,28011970,41,25,41,16,0
ANI,3511159860,Luis García,24051944,13,41,13,94,1
CCT,0163339607,Carlos García,08062021,27,54,27,47,0
TI REC,3531171406,Ana Rodríguez,01112008,99,73,99,81,0
TI REC,1512792837,Manuela Murillo,20031980,11,1,11,25,1
CC REC,7349936935,Melissa Hurtado,03011990,85,93,85,83,0
TI REN,3664621433,Manuela Martínez,09091908,17,88,17,41,0
CC PV,5158102921,Laura Perez,01101971,88,62,88,54,1
CC REC,0082075919,Carlos Cartagena,02111995,41,74,41,4,0
TI,0223087093,Laura López,18111924,19,90,19,99,1
MTR,8367012771,Sofía Hurtado,25011975,63,10,63,1,0
DCU,5375365244,Gabriela Hernández,26081979,63,30,63,1,0
ABIS,4807118357,Daniela Castaneda,09101937,13,32,13,6,0
HLED-WEB,3477497770,María Perez,11091998,41,42,41,74,1
CC DIG,7598530215,Gabriela López,03091970,20,93,20,78,1
CC PV,8828748440,Marcela Hernández,06111982,63,91,63,53,0
CC DUP,4658054038,Gabriela Cartagena,11101948,52,31,52,52,0
MTR,3987755646,Ana Rodríguez,10101934,52,41,52,25,0
TI REC,0775213943,Ana García,10041969,44,10,44,42,1
CCT,9134909679,Juan Cartagena,03041933,41,44,41,58,0
CC PV,9683518103,María Castaneda,25012001,85,59,85,4,0
HLED-WEB,4939759017,Laura García,17081953,15,41,15,92,1
CC PV,0322599447,Luis Cartagena,16071982,68,36,68,30,1
NIP,7206928153,David Martínez,18042009,63,59,63,95,1
ANI,5294247636,Carlos González,22071967,95,77,95,40,0
TI,5859713399,David González,25111977,73,42,73,67,0
CCT,1397799294,Ana Rodríguez,13081963,17,31,17,94,1
MTR,6215383314,Laura García,25101998,27,95,27,51,1
TI DUP,6672928725,Daniela Hurtado,28072002,44,60,44,1,1
TI DUP,8936104248,Luis Murillo,16031986,86,1,86,4,0
CC DUP,8053462229,María Murillo,24091987,17,78,17,20,1
CC REC,4774331491,Luis Murillo,02072004,50,51,50,21,0
TI DUP,9379923426,Ana Cartagena,08101948,20,94,20,98,0
TI,2348990441,David Murillo,03021950,47,83,47,35,1
CC REN,4303526022,Luis Rodríguez,12011970,95,1,95,20,0
SIC,7683943753,María Perez,28041982,54,54,54,2,1
DCU,4537746635,Miguel Martínez,24111941,68,100,68,91,1
TI REC,9489385188,Miguel Hernández,26071931,85,93,85,74,1
NUIP,7121170381,Manuela Rodríguez,25022004,27,15,27,20,0
CC REN,0086581291,Daniela López,13071946,52,40,52,79,0
TI PV,8992468782,Manuela Rodríguez,13101929,50,78,50,59,0
TI REN,2740798238,Manuela Cifuentes,12121996,11,25,11,31,0
AFIS,1782344752,Carlos Cartagena,02091977,11,86,11,11,1
CC DUP,9562819240,Manuela García,04111992,50,60,50,13,1
CC PV,0517411870,Melissa Castaneda,25031967,91,88,91,13,1
SIC,6003451894,Sofía Hernández,21111934,52,95,52,2,0
SITAC,7339329272,Miguel Murillo,07041929,47,53,47,20,1
SITAC,3571509247,María Cifuentes,04031978,54,83,54,92,0
HLED-WEB,0620476245,Marcela Rodríguez,20091956,25,40,25,52,0
NUIP,9252443018,Miguel Perez,12081926,76,42,76,13,0
HLED-WEB,2100450903,Laura Martínez,06011930,68,65,68,59,1
TI,4703537360,Luis Cartagena,13091953,11,26,11,95,1
SITAC,2273141039,Carlos Cifuentes,20091934,63,51,63,31,1
TI PV,0684785645,David López,05091931,50,73,50,41,0
TI DUP,7172376166,Marcela Cifuentes,15082007,27,4,27,65,0
MTR,5259886702,Carlos Hurtado,11101932,76,83,76,20,1
CC DUP,2474569446,Laura Cifuentes,09101929,11,45,11,77,0
SITAC,2374412140,Laura Hernández,26051934,15,79,15,42,0
CC DUP,1666917905,Gabriela Rodríguez,14081966,5,90,5,31,1
CC PV,7870801677,Carlos Castaneda,28102001,86,73,86,99,1
CC REC,7240651747,Melissa Perez,13041939,54,78,54,77,0
CC,4124758652,María Martínez,03091995,54,90,54,24,1
SITAC,7206125217,Laura Martínez,23081942,85,19,85,62,0
DCU,7920618563,Gabriela López,21061939,18,20,18,21,0
CCT,7110403038,Ana López,15091972,99,30,99,73,1
SIC,0562143214,Carlos Rodríguez,15041993,73,20,73,59,0
SIC,4333504059,Juan Perez,05031968,27,79,27,2,0
CC REN,5388486827,Daniela Perez,23011951,27,58,27,50,1
TI,3291034780,Miguel Murillo,25071992,85,38,85,32,0
CC REC,2977397917,Daniela Perez,14101946,70,88,70,87,0
CC DUP,7454334641,Gabriela Martínez,16011925,27,36,27,11,1
AFIS,2912895231,Luis Martínez,22071946,81,77,81,53,0
CCT,8297341987,Laura Cifuentes,18091959,97,40,97,87,1
MTR,4159566243,Melissa Hurtado,20121959,88,52,88,51,1
CC DUP,7503065749,María López,13092008,27,13,27,21,0
ANI,6183651868,Carlos López,18051945,54,88,54,43,0
CC REC,1280524585,Daniela López,11111978,97,13,97,44,1
CC DUP,5337522793,Ana Hernández,13111992,95,99,95,67,0
SIC,9106611788,Sofía Perez,19031931,23,99,23,88,1
EIS,9008597467,Manuela González,07041959,20,22,20,73,1
SITAC,4945067689,Melissa García,24071971,27,60,27,43,0
CC REC,1293663282,María Rodríguez,24011976,11,93,11,51,1
ABIS,6793459706,Laura García,22111950,94,20,94,97,1
CC,9937925261,Laura Cartagena,08031963,19,87,19,29,1
TI DUP,5401643459,Miguel Martínez,24081972,17,52,17,75,0
CC,6760525484,Daniela Martínez,10101939,66,77,66,94,0
TI DUP,4133342697,María Cifuentes,03031902,76,58,76,88,0
SIC,4599603456,Gabriela Cifuentes,13111930,68,55,68,13,1
CC PV,4831130468,Sofía Rodríguez,26071941,15,65,15,95,1
SIC,3059491815,Gabriela Cartagena,21102009,47,4,47,44,0
DCU,0150597643,Miguel Cartagena,16081981,52,87,52,20,0
CC DIG,4520730326,Ana Perez,15041990,95,25,95,91,1
MTR,1643753590,Sofía González,19101968,5,65,5,65,0
CC REC,2769673677,Ana García,14061924,91,90,91,6,0
HLED-WEB,2697924885,Melissa Rodríguez,18081944,86,59,86,16,1
TI REC,8167401091,Ana García,09041941,76,78,76,13,1
TI DUP,0492539697,Marcela Martínez,21081990,76,77,76,90,1
NUIP,7814579949,Carlos Rodríguez,14021981,81,20,81,42,0
SITAC,3070156064,Sofía Rodríguez,23021997,85,41,85,68,1
DCU,4447319263,Laura Hernández,03122001,76,53,76,21,1
HLED-WEB,2567335184,David Hernández,20091950,52,100,52,16,1
AFIS,5549200760,Daniela Murillo,11061998,94,43,94,65,1
CC REN,0229782205,Marcela López,26091915,73,26,73,36,0
TI REN,5824262349,Gabriela López,12011945,70,2,70,11,0
HLED-WEB,4962528917,Juan Cartagena,23111954,63,11,63,93,0
SIC,5646279050,Carlos Perez,09101990,66,19,66,86,1
EIS,0111306554,Juan García,09021998,91,58,91,31,1
TI REC,9019372007,Laura Murillo,06061999,95,74,95,60,0
SITAC,3772211420,Marcela Cifuentes,08041978,85,3,85,94,1
CC REC,6614930354,Marcela Martínez,25051990,18,93,18,21,1
ANI,3300618520,María Hernández,10121969,11,10,11,93,0
ABIS,1516183772,Sofía Cifuentes,18111902,44,97,44,60,1
CC REC,2761962731,Daniela Cifuentes,10091996,94,74,94,52,0
SITAC,0363671004,Melissa Castaneda,09041963,63,40,63,1,0
TI REC,6810813877,David Hernández,21091971,76,59,76,98,1
ANI,5800293916,Manuela Hernández,16081942,97,81,97,87,1
TI PV,2432933370,David Rodríguez,10051972,27,42,27,60,1
CC DIG,1463420832,María Hernández,16081959,47,13,47,55,1
CC REC,9370867501,Gabriela González,26051949,66,31,66,4,1
